ID_BAT,CODE_COM,NOM_COM,NOM_EPCI,NOM_BATI,ADRESSE,X,Y,SURFACE,RENOVATION,TYPE,ANNEE,Consommation en électricité,Consommation en gaz naturel,Consommation en gaz citerne,Consommation en fioul,Consommation en chaleur,Consommation en bois,Consommation en ENR,Dépense en électricité,Dépense en gaz naturel,Dépense en gaz citerne,Dépense en fioul,Dépense en chaleur,Dépense en bois,Dépense en ENR
8,35001,Acigné,Rennes Métropole,Centre technique municipal,11 Joval,-1.5178307977041148,48.13504624414585,1600,Non,Administratif,2017,16870,69431,,,,,,2655,4012,,,,,
8,35001,Acigné,Rennes Métropole,Centre technique municipal,11 Joval,-1.5178307977041148,48.13504624414585,1600,Non,Administratif,2018,15033,69912,,,,,,2454,4178,,,,,
8,35001,Acigné,Rennes Métropole,Centre technique municipal,11 Joval,-1.5178307977041148,48.13504624414585,1600,Non,Administratif,2019,11362,77432,,,,,,1995,5077,,,,,
8,35001,Acigné,Rennes Métropole,Centre technique municipal,11 Joval,-1.5178307977041148,48.13504624414585,1600,Non,Administratif,2020,10611,80258,,,,,,1811,4991,,,,,
8,35001,Acigné,Rennes Métropole,Centre technique municipal,11 Joval,-1.5178307977041148,48.13504624414585,1600,Non,Administratif,2021,14744,71566,,,,,,2533,4526,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2006,16565,15182,,,,,,2023,841,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2007,8696,17248,,,,,,1217,804,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2008,14808,12557,,,,,,1879,770,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2009,13474,14252,,,,,,1689,1022,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2010,10367,17078,,,,,,1711,1081,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2011,9968,9146,,,,,,1608,711,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2012,11596,8915,,,,,,1976,712,,,,,
9,35001,Acigné,Rennes Métropole,Ferme de la Motte,58 Rue du Fort de la Motte,-1.526925069348618,48.13194410340653,240,Non,Scolaire,2013,11141,10699,,,,,,2061,1007,,,,,
